S,P,O1,O2,S_perf,P_perf,O1_perf,O2_perf,pos1,pos2,pos3,pos4,subject_id,trial,rt,decision_type,bonus,response,response_n,dec_OC,out_eng,dec_num_n,correct,init,age,sex,version
3,5,3,0,,,,,3,2,1,0,75oeo1w,25,969.1000000000931,5,0.5,,1,NA,5.5,1,1,IB,16,W,A
3,5,3,0,,,,,3,2,1,0,75oeo1w,25,940.6999999997206,4,0.5,,1,2,5.5,2,1,IB,16,W,A
4,5,5,5,,,,,0,1,2,3,75oeo1w,26,1219.6999999997206,1,-0.5,,0,1,-1.5,1,1,IB,16,W,A
4,5,5,5,,,,,0,1,2,3,75oeo1w,26,589.5999999996275,4,-0.5,,0,2,-0.5,2,1,IB,16,W,A
6,2,5,4,,,,,0,2,3,1,75oeo1w,27,1214.3999999999069,3,0.5,,0,1,-2.5,1,1,IB,16,W,A
6,2,5,4,,,,,0,2,3,1,75oeo1w,27,493.90000000037253,2,-0.5,,1,2,1.5,2,1,IB,16,W,A
4,2,6,2,,,,,2,3,0,1,75oeo1w,28,1158.7999999998137,5,-0.5,,1,NA,-2.5,1,0,IB,16,W,A
4,2,6,2,,,,,2,3,0,1,75oeo1w,28,1804.6000000005588,2,0.5,,1,2,2.5,2,1,IB,16,W,A
2,4,2,3,,,,,0,3,1,2,75oeo1w,29,4580.600000000559,5,0.5,,0,NA,1.5,1,0,IB,16,W,A
2,4,2,3,,,,,0,3,1,2,75oeo1w,29,1195.4000000003725,1,0.5,,0,1,0.5,2,0,IB,16,W,A
3,3,5,3,,,,,2,3,1,0,75oeo1w,30,6386.700000000186,5,0.5,,1,NA,-1.5,1,0,IB,16,W,A
3,3,5,3,,,,,2,3,1,0,75oeo1w,30,1340.5,3,-0.5,,1,1,-2.5,2,0,IB,16,W,A
3,3,4,4,,,,,0,3,2,1,75oeo1w,31,1259.7000000001863,2,-0.5,,1,2,-1.5,1,0,IB,16,W,A
3,3,4,4,,,,,0,3,2,1,75oeo1w,31,867,5,-0.5,,0,NA,-2.5,2,1,IB,16,W,A
2,5,5,3,,,,,3,0,1,2,75oeo1w,32,1311.7999999998137,4,0.5,,0,2,2.5,1,0,IB,16,W,A
2,5,5,3,,,,,3,0,1,2,75oeo1w,32,829.5,1,-0.5,,0,1,-3.5,2,1,IB,16,W,A
5,5,5,4,,,,,2,0,3,1,75oeo1w,33,1006.3999999994412,4,0.5,,1,2,1.5,1,1,IB,16,W,A
5,5,5,4,,,,,2,0,3,1,75oeo1w,33,1052.7000000001863,5,0.5,,1,NA,1.5,2,1,IB,16,W,A
3,5,5,5,,,,,2,0,1,3,75oeo1w,34,1121.4000000003725,2,-0.5,,0,2,-2.5,1,1,IB,16,W,A
3,5,5,5,,,,,2,0,1,3,75oeo1w,34,2396.2999999998137,5,-0.5,,0,NA,-2.5,2,1,IB,16,W,A
4,5,4,4,,,,,1,3,0,2,75oeo1w,35,1144.2999999998137,4,-0.5,,1,2,0.5,1,1,IB,16,W,A
4,5,4,4,,,,,1,3,0,2,75oeo1w,35,1069,3,0.5,,1,1,1.5,2,1,IB,16,W,A
2,6,3,4,,,,,1,3,2,0,75oeo1w,36,5124.199999999255,5,-0.5,,1,NA,0.5,1,1,IB,16,W,A
2,6,3,4,,,,,1,3,2,0,75oeo1w,36,1275.1000000005588,3,-0.5,,1,1,2.5,2,1,IB,16,W,A
5,4,4,4,,,,,1,2,3,0,75oeo1w,37,1116.3999999994412,1,0.5,,1,1,1.5,1,1,IB,16,W,A
5,4,4,4,,,,,1,2,3,0,75oeo1w,37,988.5,5,0.5,,1,NA,1.5,2,1,IB,16,W,A
6,2,2,3,,,,,1,2,0,3,75oeo1w,38,749.2000000001863,1,0.5,,1,1,4.5,1,1,IB,16,W,A
6,2,2,3,,,,,1,2,0,3,75oeo1w,38,523.0999999996275,5,-0.5,,1,NA,2.5,2,1,IB,16,W,A
6,3,3,3,,,,,3,1,2,0,75oeo1w,39,958.7000000001863,1,-0.5,,1,1,2.5,1,1,IB,16,W,A
6,3,3,3,,,,,3,1,2,0,75oeo1w,39,1277.7000000001863,4,-0.5,,1,2,-0.5,2,0,IB,16,W,A
3,3,5,2,,,,,1,0,3,2,75oeo1w,40,1366.7999999998137,5,-0.5,,0,NA,-1.5,1,1,IB,16,W,A
3,3,5,2,,,,,1,0,3,2,75oeo1w,40,1291.199999999255,2,-0.5,,1,2,0.5,2,1,IB,16,W,A
3,5,4,4,,,,,1,0,2,3,75oeo1w,41,1516.5,2,0.5,,0,2,-0.5,1,1,IB,16,W,A
3,5,4,4,,,,,1,0,2,3,75oeo1w,41,620.8000000007451,5,-0.5,,0,NA,-0.5,2,1,IB,16,W,A
3,5,3,4,,,,,2,1,3,0,75oeo1w,42,1676.5999999996275,5,-0.5,,0,NA,0.5,1,0,IB,16,W,A
3,5,3,4,,,,,2,1,3,0,75oeo1w,42,1932.5,4,-0.5,,0,2,0.5,2,0,IB,16,W,A
2,4,5,3,,,,,3,1,0,2,75oeo1w,43,1842.9000000003725,1,-0.5,,1,1,-3.5,1,0,IB,16,W,A
2,4,5,3,,,,,3,1,0,2,75oeo1w,43,1307.9000000003725,3,-0.5,,1,1,-1.5,2,0,IB,16,W,A
4,3,3,5,,,,,3,2,0,1,75oeo1w,44,1475.9000000003725,4,0.5,,0,2,-1.5,1,1,IB,16,W,A
4,3,3,5,,,,,3,2,0,1,75oeo1w,44,1162.2999999998137,1,0.5,,1,1,1.5,2,1,IB,16,W,A
3,4,5,4,,,,,2,1,0,3,75oeo1w,45,3417.9000000003725,3,0.5,,0,1,-0.5,1,1,IB,16,W,A
3,4,5,4,,,,,2,1,0,3,75oeo1w,45,507.40000000037253,5,-0.5,,0,NA,-2.5,2,1,IB,16,W,A
4,3,3,3,,,,,0,1,3,2,75oeo1w,46,1357.4000000003725,5,0.5,,0,NA,1.5,1,0,IB,16,W,A
4,3,3,3,,,,,0,1,3,2,75oeo1w,46,1582.6000000005588,3,-0.5,,0,1,-0.5,2,1,IB,16,W,A
4,1,5,2,,,,,0,2,1,3,75oeo1w,47,972.6999999992549,2,0.5,,1,2,2.5,1,1,IB,16,W,A
4,1,5,2,,,,,0,2,1,3,75oeo1w,47,923.1000000005588,1,-0.5,,0,1,-1.5,2,1,IB,16,W,A
3,3,4,4,,,,,3,0,2,1,75oeo1w,48,964,4,-0.5,,0,2,-1.5,1,1,IB,16,W,A
3,3,4,4,,,,,3,0,2,1,75oeo1w,48,971.7000000001863,5,0.5,,1,NA,-1.5,2,0,IB,16,W,A
6,4,4,2,,,,,2,1,3,0,75oeo1w,49,1167.199999999255,2,0.5,,1,2,4.5,1,1,IB,16,W,A
6,4,4,2,,,,,2,1,3,0,75oeo1w,49,761.0999999996275,5,0.5,,1,NA,4.5,2,1,IB,16,W,A
4,4,4,4,,,,,3,0,2,1,75oeo1w,50,3123.7000000001863,5,-0.5,,0,NA,-0.5,1,1,IB,16,W,A
4,4,4,4,,,,,3,0,2,1,75oeo1w,50,1292.5,2,-0.5,,1,2,-0.5,2,0,IB,16,W,A
4,3,2,5,,,,,1,2,3,0,75oeo1w,51,2557.5,3,-0.5,,1,1,0.5,1,1,IB,16,W,A
4,3,2,5,,,,,1,2,3,0,75oeo1w,51,2030.4000000003725,4,-0.5,,0,2,-2.5,2,1,IB,16,W,A
4,3,3,4,,,,,3,1,2,0,75oeo1w,52,762.2999999998137,5,0.5,,1,NA,0.5,1,1,IB,16,W,A
4,3,3,4,,,,,3,1,2,0,75oeo1w,52,1352.2000000001863,1,0.5,,0,1,1.5,2,0,IB,16,W,A
2,2,6,4,,,,,3,0,1,2,75oeo1w,53,1341.2999999998137,3,-0.5,,0,1,-4.5,1,1,IB,16,W,A
2,2,6,4,,,,,3,0,1,2,75oeo1w,53,382,5,-0.5,,0,NA,-6.5,2,1,IB,16,W,A
4,6,3,6,,,,,1,0,3,2,75oeo1w,54,2670.7999999998137,5,-0.5,,1,NA,0.5,1,1,IB,16,W,A
4,6,3,6,,,,,1,0,3,2,75oeo1w,54,1160.2000000001863,3,-0.5,,1,1,2.5,2,1,IB,16,W,A
4,4,3,5,,,,,2,0,1,3,75oeo1w,55,747.4000000003725,5,0.5,,1,NA,0.5,1,1,IB,16,W,A
4,4,3,5,,,,,2,0,1,3,75oeo1w,55,1311.2999999998137,3,-0.5,,1,1,0.5,2,1,IB,16,W,A
4,4,3,6,,,,,3,2,1,0,75oeo1w,56,1482.5,1,-0.5,,0,1,0.5,1,0,IB,16,W,A
4,4,3,6,,,,,3,2,1,0,75oeo1w,56,684.7000000001863,2,-0.5,,0,2,-2.5,2,1,IB,16,W,A
4,4,4,3,,,,,1,0,2,3,75oeo1w,57,1113.7999999998137,5,-0.5,,0,NA,0.5,1,0,IB,16,W,A
4,4,4,3,,,,,1,0,2,3,75oeo1w,57,1529.199999999255,1,0.5,,0,1,0.5,2,0,IB,16,W,A
5,3,3,1,,,,,0,2,1,3,75oeo1w,58,1299.5999999996275,3,-0.5,,1,1,-0.5,1,0,IB,16,W,A
5,3,3,1,,,,,0,2,1,3,75oeo1w,58,971.7999999998137,1,-0.5,,0,1,1.5,2,0,IB,16,W,A
5,4,4,4,,,,,0,1,3,2,75oeo1w,59,3293.7999999998137,3,0.5,,1,1,0.5,1,1,IB,16,W,A
5,4,4,4,,,,,0,1,3,2,75oeo1w,59,1035.2999999998137,5,-0.5,,1,NA,0.5,2,1,IB,16,W,A
4,3,2,4,,,,,2,3,0,1,75oeo1w,60,1312.7000000001863,5,0.5,,1,NA,1.5,1,1,IB,16,W,A
4,3,2,4,,,,,2,3,0,1,75oeo1w,60,1632.5,4,-0.5,,0,2,-1.5,2,1,IB,16,W,A
2,4,3,4,,,,,3,1,0,2,75oeo1w,61,1069.5,5,-0.5,,0,NA,-1.5,1,1,IB,16,W,A
2,4,3,4,,,,,3,1,0,2,75oeo1w,61,878.4000000003725,4,-0.5,,0,2,-0.5,2,1,IB,16,W,A
4,2,3,3,,,,,3,2,0,1,75oeo1w,62,832.7999999998137,1,-0.5,,1,1,0.5,1,1,IB,16,W,A
4,2,3,3,,,,,3,2,0,1,75oeo1w,62,1040.5,5,-0.5,,0,NA,-0.5,2,1,IB,16,W,A
4,4,4,4,,,,,1,3,2,0,75oeo1w,63,1227.5,2,0.5,,1,2,0.5,1,1,IB,16,W,A
4,4,4,4,,,,,1,3,2,0,75oeo1w,63,2971.600000000559,5,-0.5,,1,NA,-0.5,2,0,IB,16,W,A
2,3,4,1,,,,,1,2,0,3,75oeo1w,64,3043.4000000003725,5,0.5,,0,NA,0.5,1,0,IB,16,W,A
2,3,4,1,,,,,1,2,0,3,75oeo1w,64,2654,1,-0.5,,0,1,-2.5,2,1,IB,16,W,A
2,4,6,5,,,,,0,2,3,1,75oeo1w,65,865.5999999996275,4,0.5,,0,2,-0.5,1,1,IB,16,W,A
2,4,6,5,,,,,0,2,3,1,75oeo1w,65,685.5,5,0.5,,0,NA,-4.5,2,1,IB,16,W,A
2,3,2,5,,,,,0,3,2,1,75oeo1w,66,614.5999999996275,5,0.5,,0,NA,-1.5,1,1,IB,16,W,A
2,3,2,5,,,,,0,3,2,1,75oeo1w,66,891.5999999996275,2,-0.5,,0,2,-3.5,2,1,IB,16,W,A
4,1,3,3,,,,,0,3,1,2,75oeo1w,67,1674.5999999996275,4,-0.5,,1,2,-2.5,1,0,IB,16,W,A
4,1,3,3,,,,,0,3,1,2,75oeo1w,67,332.20000000018626,3,0.5,,0,1,-1.5,2,1,IB,16,W,A
4,3,4,4,,,,,2,1,0,3,75oeo1w,68,1870.6000000005588,3,-0.5,,0,1,-1.5,1,1,IB,16,W,A
4,3,4,4,,,,,2,1,0,3,75oeo1w,68,2218.100000000559,2,-0.5,,1,2,-0.5,2,0,IB,16,W,A
2,3,6,3,,,,,2,3,1,0,75oeo1w,69,1803.7000000001863,4,-0.5,,0,2,-0.5,1,1,IB,16,W,A
2,3,6,3,,,,,2,3,1,0,75oeo1w,69,1276.6000000005588,5,0.5,,0,NA,-3.5,2,1,IB,16,W,A
5,5,4,5,,,,,0,1,2,3,75oeo1w,70,2705.7000000001863,4,0.5,,0,2,0.5,1,0,IB,16,W,A
5,5,4,5,,,,,0,1,2,3,75oeo1w,70,1375.2999999998137,2,-0.5,,0,2,-0.5,2,1,IB,16,W,A
3,5,5,0,,,,,2,0,3,1,75oeo1w,71,913.7000000001863,2,-0.5,,0,2,2.5,1,0,IB,16,W,A
3,5,5,0,,,,,2,0,3,1,75oeo1w,71,636.6000000005588,3,-0.5,,1,1,-0.5,2,0,IB,16,W,A
4,4,4,2,,,,,1,3,0,2,75oeo1w,72,3142.7000000001863,2,-0.5,,1,2,1.5,1,1,IB,16,W,A
4,4,4,2,,,,,1,3,0,2,75oeo1w,72,1196.2999999998137,4,-0.5,,1,2,1.5,2,1,IB,16,W,A
3,5,3,4,,,,,2,3,0,1,75oeo1w,73,1050.800000000745,4,-0.5,,1,2,0.5,1,1,IB,16,W,A
3,5,3,4,,,,,2,3,0,1,75oeo1w,73,701.2999999998137,2,0.5,,0,2,-0.5,2,1,IB,16,W,A
3,3,2,4,,,,,2,1,3,0,75oeo1w,74,2347.7000000001863,5,0.5,,1,NA,0.5,1,1,IB,16,W,A
3,3,2,4,,,,,2,1,3,0,75oeo1w,74,1979.4000000003725,3,0.5,,1,1,1.5,2,1,IB,16,W,A
3,5,3,2,,,,,2,0,1,3,75oeo1w,75,2355.399999999441,1,-0.5,,1,1,-0.5,1,0,IB,16,W,A
3,5,3,2,,,,,2,0,1,3,75oeo1w,75,925.4000000003725,5,0.5,,1,NA,3.5,2,1,IB,16,W,A
3,3,5,5,,,,,2,3,1,0,75oeo1w,76,898.7000000001863,3,0.5,,0,1,-1.5,1,1,IB,16,W,A
3,3,5,5,,,,,2,3,1,0,75oeo1w,76,411,4,0.5,,0,2,-1.5,2,1,IB,16,W,A
0,2,4,3,,,,,3,0,1,2,75oeo1w,77,1007.9000000003725,4,0.5,,0,2,-0.5,1,1,IB,16,W,A
0,2,4,3,,,,,3,0,1,2,75oeo1w,77,699.3999999994412,3,-0.5,,0,1,-2.5,2,1,IB,16,W,A
2,4,2,4,,,,,3,1,0,2,75oeo1w,78,1344.5999999996275,3,0.5,,1,1,2.5,1,1,IB,16,W,A
2,4,2,4,,,,,3,1,0,2,75oeo1w,78,939.2999999998137,1,-0.5,,0,1,-0.5,2,1,IB,16,W,A
5,5,3,3,,,,,3,0,2,1,75oeo1w,79,805.5,1,0.5,,0,1,2.5,1,0,IB,16,W,A
5,5,3,3,,,,,3,0,2,1,75oeo1w,79,1006.2999999998137,5,-0.5,,1,NA,3.5,2,1,IB,16,W,A
2,3,6,4,,,,,0,2,1,3,75oeo1w,80,2191.2999999998137,3,-0.5,,1,1,-3.5,1,0,IB,16,W,A
2,3,6,4,,,,,0,2,1,3,75oeo1w,80,1854.2999999998137,5,0.5,,1,NA,-4.5,2,0,IB,16,W,A
5,5,3,3,,,,,3,2,1,0,75oeo1w,81,942.8999999994412,2,-0.5,,1,2,1.5,1,1,IB,16,W,A
5,5,3,3,,,,,3,2,1,0,75oeo1w,81,521.8999999994412,3,-0.5,,1,1,1.5,2,1,IB,16,W,A
1,4,6,5,,,,,1,2,3,0,75oeo1w,82,704.1999999992549,4,0.5,,0,2,-0.5,1,1,IB,16,W,A
1,4,6,5,,,,,1,2,3,0,75oeo1w,82,1517.2999999998137,5,0.5,,0,NA,-5.5,2,1,IB,16,W,A
4,5,4,6,,,,,1,0,2,3,75oeo1w,83,1289.3999999994412,2,0.5,,0,2,-1.5,1,1,IB,16,W,A
4,5,4,6,,,,,1,0,2,3,75oeo1w,83,2429.7000000001863,4,0.5,,0,2,-0.5,2,1,IB,16,W,A
2,5,3,4,,,,,2,1,0,3,75oeo1w,84,1978.5999999996275,5,0.5,,1,NA,0.5,1,1,IB,16,W,A
2,5,3,4,,,,,2,1,0,3,75oeo1w,84,1071.7000000001863,1,-0.5,,0,1,-1.5,2,1,IB,16,W,A
4,4,6,4,,,,,0,3,1,2,75oeo1w,85,2866.2000000001863,2,0.5,,1,2,0.5,1,1,IB,16,W,A
4,4,6,4,,,,,0,3,1,2,75oeo1w,85,1020.2999999998137,5,0.5,,1,NA,-1.5,2,0,IB,16,W,A
4,4,6,4,,,,,1,3,0,2,75oeo1w,86,2333.5999999996275,4,0.5,,1,2,0.5,1,1,IB,16,W,A
4,4,6,4,,,,,1,3,0,2,75oeo1w,86,940.6000000005588,5,-0.5,,0,NA,-2.5,2,1,IB,16,W,A
3,4,4,5,,,,,0,1,2,3,75oeo1w,87,1085.300000000745,3,0.5,,0,1,0.5,1,0,IB,16,W,A
3,4,4,5,,,,,0,1,2,3,75oeo1w,87,1213,2,0.5,,1,2,-1.5,2,0,IB,16,W,A
3,5,4,2,,,,,0,1,3,2,75oeo1w,88,1315.5,4,-0.5,,1,2,2.5,1,1,IB,16,W,A
3,5,4,2,,,,,0,1,3,2,75oeo1w,88,524.7000000001863,5,-0.5,,1,NA,1.5,2,1,IB,16,W,A
4,2,3,5,,,,,1,3,2,0,75oeo1w,89,1386.7000000001863,1,0.5,,1,1,1.5,1,1,IB,16,W,A
4,2,3,5,,,,,1,3,2,0,75oeo1w,89,3162.899999999441,4,0.5,,1,2,-2.5,2,0,IB,16,W,A
4,3,4,4,,,,,2,0,3,1,75oeo1w,90,2316.9000000003725,5,0.5,,1,NA,-0.5,1,0,IB,16,W,A
4,3,4,4,,,,,2,0,3,1,75oeo1w,90,1857.5,2,-0.5,,1,2,-0.5,2,0,IB,16,W,A
1,5,1,3,,,,,3,1,2,0,75oeo1w,91,1702.2000000001863,5,-0.5,,1,NA,1.5,1,1,IB,16,W,A
1,5,1,3,,,,,3,1,2,0,75oeo1w,91,1742.5,3,-0.5,,1,1,3.5,2,1,IB,16,W,A
3,3,4,3,,,,,0,2,3,1,75oeo1w,92,1133.699999999255,5,-0.5,,0,NA,-1.5,1,1,IB,16,W,A
3,3,4,3,,,,,0,2,3,1,75oeo1w,92,4507.700000000186,4,-0.5,,0,2,-0.5,2,1,IB,16,W,A
5,1,5,6,,,,,0,3,2,1,75oeo1w,93,1519.7000000001863,5,0.5,,0,NA,-4.5,1,1,IB,16,W,A
5,1,5,6,,,,,0,3,2,1,75oeo1w,93,1609.0999999996275,2,-0.5,,0,2,-1.5,2,1,IB,16,W,A
5,3,5,5,,,,,3,2,0,1,75oeo1w,94,1810.7999999998137,2,0.5,,1,2,0.5,1,1,IB,16,W,A
5,3,5,5,,,,,3,2,0,1,75oeo1w,94,1214.2000000001863,5,-0.5,,1,NA,-2.5,2,0,IB,16,W,A
1,4,4,4,,,,,1,2,0,3,75oeo1w,95,923.2999999998137,5,-0.5,,0,NA,-3.5,1,1,IB,16,W,A
1,4,4,4,,,,,1,2,0,3,75oeo1w,95,4892.799999999814,3,0.5,,0,1,0.5,2,0,IB,16,W,A
0,4,4,6,,,,,1,0,3,2,75oeo1w,96,743.7000000001863,1,0.5,,0,1,-3.5,1,1,IB,16,W,A
0,4,4,6,,,,,1,0,3,2,75oeo1w,96,716,2,0.5,,0,2,-5.5,2,1,IB,16,W,A
4,1,4,5,,,,,1,3,2,0,75oeo1w,97,2338.800000000745,1,0.5,,1,1,0.5,1,1,IB,16,W,A
4,1,4,5,,,,,1,3,2,0,75oeo1w,97,4091.600000000559,5,0.5,,0,NA,-3.5,2,1,IB,16,W,A
3,4,4,3,,,,,2,3,1,0,75oeo1w,98,2639.5,3,0.5,,0,1,0.5,1,0,IB,16,W,A
3,4,4,3,,,,,2,3,1,0,75oeo1w,98,2732.2000000001863,5,0.5,,0,NA,0.5,2,0,IB,16,W,A
5,5,2,5,,,,,3,1,0,2,75oeo1w,99,955.6999999992549,5,0.5,,1,NA,3.5,1,1,IB,16,W,A
5,5,2,5,,,,,3,1,0,2,75oeo1w,99,1928.2000000001863,1,-0.5,,1,1,2.5,2,1,IB,16,W,A
5,5,4,4,,,,,3,0,2,1,75oeo1w,100,1432.7000000001863,5,-0.5,,1,NA,1.5,1,1,IB,16,W,A
5,5,4,4,,,,,3,0,2,1,75oeo1w,100,2219.899999999441,4,0.5,,1,2,1.5,2,1,IB,16,W,A
4,4,4,3,,,,,1,0,2,3,75oeo1w,101,1480.2999999998137,1,-0.5,,1,1,-0.5,1,0,IB,16,W,A
4,4,4,3,,,,,1,0,2,3,75oeo1w,101,1422.4000000003725,3,-0.5,,0,1,-0.5,2,1,IB,16,W,A
3,4,6,2,,,,,2,0,3,1,75oeo1w,102,987.7999999998137,5,-0.5,,1,NA,-1.5,1,0,IB,16,W,A
3,4,6,2,,,,,2,0,3,1,75oeo1w,102,1210,4,0.5,,1,2,2.5,2,1,IB,16,W,A
1,3,5,5,,,,,0,3,2,1,75oeo1w,103,3019.2999999998137,3,0.5,,0,1,-1.5,1,1,IB,16,W,A
1,3,5,5,,,,,0,3,2,1,75oeo1w,103,539.2000000001863,5,-0.5,,1,NA,-6.5,2,0,IB,16,W,A
3,5,3,4,,,,,3,1,2,0,75oeo1w,104,1360.6000000005588,2,0.5,,0,2,-0.5,1,1,IB,16,W,A
3,5,3,4,,,,,3,1,2,0,75oeo1w,104,1403.4000000003725,1,0.5,,0,1,0.5,2,0,IB,16,W,A
4,4,3,4,,,,,1,2,3,0,75oeo1w,105,2648.2999999998137,4,0.5,,1,2,0.5,1,1,IB,16,W,A
4,4,3,4,,,,,1,2,3,0,75oeo1w,105,972.7999999998137,1,0.5,,0,1,1.5,2,0,IB,16,W,A
3,2,3,6,,,,,1,2,0,3,75oeo1w,106,953.3999999994412,5,-0.5,,0,NA,-4.5,1,1,IB,16,W,A
3,2,3,6,,,,,1,2,0,3,75oeo1w,106,1309.7000000001863,1,0.5,,1,1,0.5,2,1,IB,16,W,A
5,3,3,4,,,,,0,2,3,1,75oeo1w,107,1072.0999999996275,2,-0.5,,1,2,0.5,1,1,IB,16,W,A
5,3,3,4,,,,,0,2,3,1,75oeo1w,107,943,5,0.5,,1,NA,1.5,2,1,IB,16,W,A
3,6,3,3,,,,,3,2,1,0,75oeo1w,108,1303.5999999996275,5,0.5,,1,NA,3.5,1,1,IB,16,W,A
3,6,3,3,,,,,3,2,1,0,75oeo1w,108,2605.5,2,-0.5,,0,2,-0.5,2,1,IB,16,W,A
6,4,5,4,,,,,2,3,0,1,baeufba,1,2912.39999999851,5,0.5,,1,NA,1.5,1,1,AF,14,W,B
6,4,5,4,,,,,2,3,0,1,baeufba,1,2539.89999999851,4,0.5,,0,2,0.5,2,0,AF,14,W,B
4,2,4,5,,,,,3,2,0,1,baeufba,2,1723.2999999970198,3,0.5,,0,1,-1.5,1,1,AF,14,W,B
4,2,4,5,,,,,3,2,0,1,baeufba,2,2652.800000000745,5,-0.5,,0,NA,-3.5,2,1,AF,14,W,B
5,1,3,2,,,,,0,1,2,3,baeufba,3,2237.39999999851,5,-0.5,,1,NA,0.5,1,1,AF,14,W,B
5,1,3,2,,,,,0,1,2,3,baeufba,3,1343.300000000745,2,0.5,,1,2,3.5,2,1,AF,14,W,B
2,5,5,3,,,,,1,0,3,2,baeufba,4,1475,5,-0.5,,0,NA,-1.5,1,1,AF,14,W,B
2,5,5,3,,,,,1,0,3,2,baeufba,4,1836.6000000014901,3,0.5,,0,1,0.5,2,0,AF,14,W,B
4,3,4,3,,,,,3,2,1,0,baeufba,5,2258.39999999851,4,0.5,,1,2,0.5,1,1,AF,14,W,B
4,3,4,3,,,,,3,2,1,0,baeufba,5,2876.89999999851,5,0.5,,1,NA,0.5,2,1,AF,14,W,B
5,4,4,5,,,,,1,3,0,2,baeufba,6,2728.5,2,-0.5,,1,2,-0.5,1,0,AF,14,W,B
5,4,4,5,,,,,1,3,0,2,baeufba,6,1836.5,4,-0.5,,0,2,-1.5,2,1,AF,14,W,B
4,5,3,3,,,,,0,1,3,2,baeufba,7,1768.300000000745,5,-0.5,,1,NA,2.5,1,1,AF,14,W,B
4,5,3,3,,,,,0,1,3,2,baeufba,7,1185.5999999977648,2,-0.5,,1,2,0.5,2,1,AF,14,W,B
4,5,3,5,,,,,3,0,1,2,baeufba,8,1284.8999999985099,3,-0.5,,1,1,1.5,1,1,AF,14,W,B
4,5,3,5,,,,,3,0,1,2,baeufba,8,2481.699999999255,4,-0.5,,1,2,-0.5,2,0,AF,14,W,B
4,4,4,4,,,,,3,1,0,2,baeufba,9,1810,4,0.5,,1,2,0.5,1,1,AF,14,W,B
4,4,4,4,,,,,3,1,0,2,baeufba,9,1359.3999999985099,3,-0.5,,0,1,-0.5,2,1,AF,14,W,B
5,4,2,4,,,,,1,0,2,3,baeufba,10,999.6999999992549,1,0.5,,1,1,3.5,1,1,AF,14,W,B
5,4,2,4,,,,,1,0,2,3,baeufba,10,861.2000000029802,5,-0.5,,1,NA,2.5,2,1,AF,14,W,B
4,3,5,2,,,,,3,0,2,1,baeufba,11,1534.5,3,0.5,,0,1,-1.5,1,1,AF,14,W,B
4,3,5,2,,,,,3,0,2,1,baeufba,11,1405.699999999255,1,0.5,,1,1,-0.5,2,0,AF,14,W,B
2,3,5,6,,,,,1,3,2,0,baeufba,12,1146.8999999985099,4,0.5,,0,2,-2.5,1,1,AF,14,W,B
2,3,5,6,,,,,1,3,2,0,baeufba,12,1306.0999999977648,2,-0.5,,0,2,-4.5,2,1,AF,14,W,B
6,3,3,4,,,,,1,2,3,0,baeufba,13,1263.699999999255,2,-0.5,,1,2,1.5,1,1,AF,14,W,B
6,3,3,4,,,,,1,2,3,0,baeufba,13,1647,5,-0.5,,1,NA,1.5,2,1,AF,14,W,B
4,3,1,2,,,,,2,0,3,1,baeufba,14,1069.3999999985099,5,0.5,,1,NA,4.5,1,1,AF,14,W,B
4,3,1,2,,,,,2,0,3,1,baeufba,14,1582.800000000745,3,0.5,,1,1,2.5,2,1,AF,14,W,B
4,4,2,5,,,,,1,2,0,3,baeufba,15,1832.699999999255,5,-0.5,,1,NA,0.5,1,1,AF,14,W,B
4,4,2,5,,,,,1,2,0,3,baeufba,15,1756.699999999255,1,-0.5,,1,1,1.5,2,1,AF,14,W,B
4,4,1,4,,,,,2,3,1,0,baeufba,16,1629.5,1,0.5,,1,1,3.5,1,1,AF,14,W,B
4,4,1,4,,,,,2,3,1,0,baeufba,16,1662.5,2,0.5,,1,2,0.5,2,1,AF,14,W,B
6,2,5,2,,,,,2,1,0,3,baeufba,17,2747.800000000745,3,-0.5,,0,1,-3.5,1,1,AF,14,W,B
6,2,5,2,,,,,2,1,0,3,baeufba,17,1375.2999999970198,5,0.5,,1,NA,1.5,2,1,AF,14,W,B
5,4,3,4,,,,,2,1,3,0,baeufba,18,2136.7000000029802,4,0.5,,1,2,0.5,1,1,AF,14,W,B
5,4,3,4,,,,,2,1,3,0,baeufba,18,1404.3999999985099,1,-0.5,,1,1,1.5,2,1,AF,14,W,B
5,4,5,4,,,,,0,3,1,2,baeufba,19,1489.7000000029802,1,0.5,,1,1,0.5,1,1,AF,14,W,B
5,4,5,4,,,,,0,3,1,2,baeufba,19,1405.199999999255,5,0.5,,1,NA,0.5,2,1,AF,14,W,B
5,4,4,6,,,,,0,3,2,1,baeufba,20,1151.7000000029802,2,0.5,,0,2,-0.5,1,1,AF,14,W,B
5,4,4,6,,,,,0,3,2,1,baeufba,20,1802.1000000014901,5,-0.5,,0,NA,-1.5,2,1,AF,14,W,B
4,3,5,3,,,,,0,2,1,3,baeufba,21,1947.800000000745,1,0.5,,0,1,-0.5,1,1,AF,14,W,B
4,3,5,3,,,,,0,2,1,3,baeufba,21,618.3999999985099,5,0.5,,0,NA,-0.5,2,1,AF,14,W,B
4,3,2,5,,,,,0,2,3,1,baeufba,22,1833.8999999985099,1,0.5,,1,1,2.5,1,1,AF,14,W,B
